-1.845751 49.499999
-1.848133 49.502380
-1.850479 49.505314
-1.854000 49.507660
-1.857227 49.510301
-1.861334 49.512354
-1.866027 49.513528
-1.870721 49.515288
-1.874241 49.517635
-1.877761 49.519981
-1.880108 49.522915
-1.882748 49.525848
-1.884509 49.529075
-1.885095 49.533182
-1.883922 49.537289
-1.881575 49.540223
-1.878348 49.543156
-1.874828 49.545210
-1.871014 49.547263
-1.866614 49.549023
-1.863094 49.551077
-1.859867 49.554010
-1.857520 49.556944
-1.855173 49.559878
-1.852826 49.563104
-1.849599 49.565745
-1.846666 49.568385
-1.844026 49.571612
-1.842559 49.575132
-1.839919 49.578359
-1.839039 49.582466
-1.838159 49.586279
-1.837865 49.590973
-1.838159 49.594200
-1.838452 49.598307
-1.839625 49.601827
-1.840505 49.605934
-1.841092 49.610041
-1.841972 49.613561
-1.843439 49.617082
-1.844026 49.621189
-1.845492 49.624709
-1.846373 49.628229
-1.847546 49.632336
-1.848719 49.635856
-1.850479 49.639083
-1.851653 49.642897
-1.853706 49.646124
-1.855173 49.649351
-1.857813 49.652284
-1.861040 49.654338
-1.864561 49.656978
-1.869548 49.658738
-1.873948 49.659911
-1.878935 49.661672
-1.883922 49.663138
-1.889496 49.664312
-1.895069 49.665192
-1.900350 49.666365
-1.906804 49.667245
-1.912964 49.667832
-1.918538 49.669005
-1.924405 49.669885
-1.929685 49.671059
-1.935259 49.672819
-1.941713 49.673406
-1.945526 49.675459
-1.946113 49.679566
-1.944353 49.683086
-1.942006 49.686313
-1.939366 49.689540
-1.938486 49.693647
-1.939659 49.697167
-1.940539 49.700688
-1.942593 49.704208
-1.943473 49.707728
-1.944060 49.711835
-1.944353 49.716235
-1.944060 49.720636
-1.941713 49.723863
-1.938192 49.725916
-1.932912 49.727090
-1.926458 49.727383
-1.920298 49.726796
-1.914431 49.725623
-1.910324 49.723569
-1.905923 49.721809
-1.901523 49.720049
-1.896536 49.718582
-1.892429 49.716529
-1.890082 49.713595
-1.887442 49.710955
-1.885095 49.708022
-1.879522 49.706848
-1.875121 49.707728
-1.870134 49.708902
-1.865441 49.710662
-1.861040 49.712128
-1.856053 49.713302
-1.851066 49.714769
-1.844612 49.713889
-1.839625 49.712422
-1.834932 49.710955
-1.831118 49.708902
-1.827598 49.706261
-1.825838 49.703328
-1.823784 49.700101
-1.822317 49.696581
-1.820264 49.693354
-1.817917 49.690420
-1.813517 49.688660
-1.807943 49.688367
-1.802076 49.689247
-1.796796 49.689834
-1.791222 49.688660
-1.786235 49.687193
-1.781248 49.685433
-1.776554 49.683966
-1.770394 49.683380
-1.763060 49.683086
-1.756019 49.682793
-1.750446 49.681620
-1.745752 49.679859
-1.740178 49.678979
-1.733138 49.678979
-1.727564 49.679566
-1.721697 49.680153
-1.715243 49.680153
-1.711136 49.678393
-1.707323 49.676339
-1.702922 49.674579
-1.697642 49.673406
-1.690601 49.673112
-1.685321 49.674286
-1.678867 49.674579
-1.675054 49.672526
-1.674467 49.668419
-1.673587 49.664605
-1.670947 49.661672
-1.666840 49.659618
-1.661266 49.658738
-1.655105 49.658151
-1.649532 49.657858
-1.644251 49.659031
-1.639558 49.660205
-1.632811 49.660205
-1.627237 49.661085
-1.620783 49.661378
-1.619610 49.659325
-1.620490 49.655218
-1.619023 49.651991
-1.614623 49.649937
-1.608462 49.649351
-1.602888 49.649057
-1.598195 49.650817
-1.595555 49.653458
-1.592328 49.656098
-1.587634 49.657858
-1.582647 49.659031
-1.576486 49.659031
-1.570033 49.659325
-1.563579 49.658738
-1.557418 49.658151
-1.551258 49.657271
-1.544218 49.656978
-1.537177 49.656684
-1.530723 49.656978
-1.524856 49.657565
-1.519282 49.658445
-1.514295 49.659325
-1.509602 49.661085
-1.505201 49.662845
-1.501094 49.664312
-1.497281 49.666659
-1.493467 49.668712
-1.489654 49.670766
-1.486133 49.673112
-1.482906 49.675459
-1.479680 49.678393
-1.477626 49.681326
-1.474986 49.684553
-1.472639 49.687487
-1.470879 49.691007
-1.468825 49.694821
-1.466772 49.697754
-1.459731 49.697461
-1.452398 49.697167
-1.446531 49.698047
-1.442424 49.699808
-1.437437 49.700688
-1.431569 49.701568
-1.425996 49.702154
-1.420715 49.703328
-1.415728 49.703621
-1.410741 49.705088
-1.404874 49.705675
-1.398714 49.705968
-1.392260 49.705968
-1.386099 49.705968
-1.379939 49.706848
-1.373192 49.706555
-1.366738 49.705968
-1.361458 49.704795
-1.355004 49.703915
-1.349430 49.702741
-1.342976 49.702154
-1.336816 49.701274
-1.329775 49.700981
-1.322735 49.700688
-1.317161 49.699808
-1.311294 49.698634
-1.305134 49.697754
-1.300440 49.696287
-1.294866 49.695407
-1.288706 49.694527
-1.281372 49.694234
-1.276678 49.694527
-1.270225 49.694821
-1.264357 49.695407
-1.258197 49.694527
-1.260544 49.691300
-1.262304 49.687780
-1.264064 49.684260
